total_sqft,bath,balcony,site_location,bhk,age,parking,floor_level,furnishing,distance,property_type,security
1446,1,1,Ghorpadi,3,5,No,Top,Furnished,0.6,Apartment,Yes
1330,3,2,Manik Bagh,4,28,Yes,Top,Unfurnished,8.4,Villa,Yes
2420,1,1,Wadgaon Sheri,3,19,Yes,Ground,Furnished,7.2,Independent House,No
3835,2,2,Tilak Road,2,21,No,Top,Semi-Furnished,6.8,Villa,No
3472,3,2,Dapodi,3,24,No,Middle,Unfurnished,1.2,Independent House,Yes
554,2,1,Shivaji Nagar,2,28,No,Middle,Furnished,3.9,Apartment,Yes
1299,4,1,Nana Peth,2,18,Yes,Top,Furnished,9.4,Villa,Yes
1277,3,2,Gultekdi,3,21,No,Top,Unfurnished,8.7,Villa,No
1981,3,1,Sadashiv Peth,4,22,No,Top,Unfurnished,3.2,Apartment,No
2401,3,2,Yerawada,2,10,No,Middle,Semi-Furnished,2.0,Apartment,Yes
2709,3,1,Senapati Bapat Road,4,24,Yes,Ground,Unfurnished,4.8,Apartment,Yes
3951,4,1,Law College Road,1,8,No,Top,Furnished,3.9,Apartment,Yes
2634,3,1,Ambegaon Budruk,2,15,No,Top,Semi-Furnished,7.0,Independent House,Yes
554,1,2,Kothrud,1,21,No,Top,Furnished,9.7,Villa,Yes
2323,3,1,Bund Garden Road,3,25,No,Ground,Furnished,3.9,Independent House,Yes
1701,4,2,Nagar Road,4,20,No,Top,Furnished,1.1,Apartment,Yes
3962,3,1,Mundhawa,3,28,Yes,Top,Unfurnished,9.0,Independent House,Yes
3920,1,2,Mundhawa,2,25,Yes,Middle,Unfurnished,0.9,Independent House,No
3579,4,1,Lulla Nagar,1,27,No,Top,Furnished,9.6,Villa,Yes
1332,4,2,Swargate,2,23,No,Middle,Unfurnished,6.8,Villa,No
812,1,2,Ambegaon Budruk,3,22,No,Ground,Furnished,9.4,Villa,Yes
3306,1,2,Katraj,4,4,Yes,Top,Unfurnished,2.4,Apartment,No
2358,1,2,Somwar Peth,4,2,Yes,Top,Unfurnished,0.9,Apartment,Yes
2507,1,2,Sinhagad Road,2,24,Yes,Middle,Unfurnished,5.1,Villa,Yes
2506,1,2,Chandan Nagar,2,6,Yes,Ground,Semi-Furnished,4.8,Independent House,No
2990,4,1,Aundh,1,28,No,Ground,Unfurnished,3.6,Villa,Yes
2290,4,2,Bopodi,3,3,No,Middle,Semi-Furnished,9.6,Apartment,No
827,3,2,Ghorpadi,2,7,No,Ground,Semi-Furnished,8.3,Independent House,No
3625,3,2,Baner,1,10,No,Ground,Semi-Furnished,6.8,Apartment,No
3308,2,1,Bund Garden Road,2,23,Yes,Ground,Furnished,2.0,Villa,Yes
3810,3,1,Bopodi,4,6,No,Ground,Unfurnished,7.5,Villa,No
3800,3,1,Aundh Road,1,16,Yes,Ground,Furnished,7.4,Independent House,Yes
3126,1,2,Shukrawar Peth,1,2,Yes,Ground,Semi-Furnished,4.5,Villa,No
3622,1,1,Guruwar peth,2,24,No,Ground,Unfurnished,9.3,Apartment,Yes
3554,3,1,Sahakar Nagar,3,17,Yes,Ground,Furnished,2.1,Apartment,No
1787,2,2,Khadki,4,13,Yes,Top,Semi-Furnished,3.0,Apartment,No
3989,1,2,Shukrawar Peth,3,1,No,Middle,Furnished,1.1,Independent House,Yes
2643,3,1,Prabhat Road,1,6,Yes,Ground,Furnished,8.1,Apartment,Yes
1611,3,2,Kondhwa,3,5,Yes,Middle,Unfurnished,6.4,Villa,Yes
3649,4,2,Bhandarkar Road,1,25,No,Ground,Unfurnished,3.5,Independent House,Yes
1811,2,2,Law College Road,3,13,Yes,Ground,Furnished,2.1,Apartment,Yes
3691,4,2,Hadapsar,2,28,Yes,Top,Unfurnished,0.9,Apartment,Yes
3361,2,1,Deccan Gymkhana,3,23,No,Middle,Unfurnished,2.1,Villa,Yes
3038,1,2,Bhandarkar Road,1,18,Yes,Middle,Furnished,4.8,Villa,Yes
951,2,1,Narayangaon,4,29,No,Top,Unfurnished,2.8,Independent House,Yes
2023,3,1,Mukund Nagar,4,12,Yes,Top,Unfurnished,3.0,Apartment,No
664,3,1,Ghorpadi,4,7,Yes,Middle,Semi-Furnished,8.8,Apartment,No
681,2,1,Senapati Bapat Road,1,15,No,Ground,Unfurnished,5.4,Villa,No
3016,2,2,Fergusson College Road,3,3,No,Ground,Semi-Furnished,7.4,Independent House,No
1409,2,2,Camp,4,16,Yes,Middle,Furnished,0.8,Villa,Yes
3282,4,2,Balaji Nagar,4,1,No,Ground,Semi-Furnished,4.0,Villa,No
1322,2,1,Khadaki,4,27,Yes,Top,Furnished,5.1,Independent House,No
1443,1,1,Ghorpadi,2,16,No,Top,Unfurnished,2.3,Apartment,No
2501,4,1,Shaniwar Peth,1,24,Yes,Top,Unfurnished,1.6,Apartment,Yes
2554,4,2,Wanowrie,1,12,Yes,Middle,Semi-Furnished,8.8,Apartment,Yes
829,2,1,Aundh,1,19,Yes,Middle,Furnished,9.4,Independent House,No
1274,1,2,Sinhagad Road,1,27,Yes,Middle,Unfurnished,1.2,Independent House,No
2698,4,2,Mukund Nagar,1,8,Yes,Ground,Semi-Furnished,3.8,Independent House,No
3656,3,2,Law College Road,2,23,No,Middle,Semi-Furnished,9.6,Independent House,Yes
646,4,2,Kharadi,3,12,No,Middle,Semi-Furnished,1.3,Independent House,No
3952,2,1,Shivaji Nagar,2,15,Yes,Top,Unfurnished,6.6,Villa,No
1414,1,2,Salunke Vihar,4,2,Yes,Ground,Furnished,9.7,Apartment,Yes
2071,2,1,Bund Garden Road,2,29,No,Ground,Unfurnished,9.8,Independent House,No
1808,3,2,Anandnagar,1,17,No,Top,Unfurnished,5.0,Apartment,No
3247,3,1,Narayangaon,2,7,No,Ground,Furnished,2.0,Independent House,No
581,3,1,Padmavati,1,13,No,Middle,Semi-Furnished,2.4,Apartment,No
1013,2,2,Kondhwa,2,1,No,Ground,Unfurnished,9.0,Villa,No
2420,4,2,Sinhagad Road,1,6,Yes,Top,Semi-Furnished,9.2,Apartment,No
3362,2,2,Mundhawa,4,13,Yes,Ground,Semi-Furnished,6.3,Apartment,No
3256,1,1,Dhankawadi,1,11,No,Top,Furnished,7.8,Independent House,No
2439,4,2,Mundhawa,2,10,No,Middle,Furnished,7.5,Apartment,Yes
1245,3,2,Vishrant Wadi,4,16,No,Middle,Furnished,6.8,Villa,No
3570,2,1,Mukund Nagar,2,27,No,Top,Semi-Furnished,8.4,Villa,No
1909,3,2,Satara Road,4,26,No,Middle,Semi-Furnished,7.0,Villa,No
1206,3,1,Pirangut,3,24,No,Middle,Unfurnished,5.6,Independent House,Yes
970,1,2,Senapati Bapat Road,3,23,No,Ground,Semi-Furnished,2.8,Independent House,No
3690,4,1,Wakadewadi,3,20,No,Middle,Furnished,7.6,Independent House,Yes
895,1,1,Mahatma Gandhi Road,2,17,No,Top,Furnished,5.0,Independent House,No
2055,1,2,Kalyani Nagar,2,17,Yes,Middle,Furnished,3.3,Independent House,Yes
2808,1,1,Baner road,4,4,No,Ground,Furnished,8.1,Villa,Yes
1304,3,2,Kharadi,4,5,No,Top,Semi-Furnished,7.1,Apartment,Yes
1433,1,2,Aundh Road,4,28,Yes,Middle,Furnished,9.4,Villa,No
1779,1,1,Prabhat Road,4,23,Yes,Middle,Unfurnished,2.1,Independent House,No
2257,4,2,Gultekdi,1,14,Yes,Middle,Semi-Furnished,6.7,Villa,Yes
1404,4,1,Kondhwa,3,20,No,Top,Furnished,2.8,Apartment,No
3797,1,1,Bhandarkar Road,1,10,No,Ground,Unfurnished,9.1,Independent House,Yes
1576,4,1,Guruwar peth,1,14,No,Top,Furnished,1.4,Villa,No
3487,4,1,Hadapsar,1,28,No,Top,Semi-Furnished,6.7,Villa,No
2390,1,1,Paud Road,1,1,Yes,Ground,Semi-Furnished,8.0,Apartment,Yes
2023,3,1,Gokhale Nagar,3,11,No,Top,Unfurnished,3.9,Independent House,Yes
3401,1,1,Sasson Road,1,26,No,Top,Semi-Furnished,9.6,Independent House,No
1887,4,1,Ghorpadi,4,23,Yes,Middle,Unfurnished,8.6,Apartment,Yes
1803,3,2,Anandnagar,2,18,No,Top,Furnished,3.3,Apartment,Yes
1092,2,2,Wadgaon Sheri,4,16,No,Middle,Semi-Furnished,0.6,Apartment,No
3261,3,1,Mukund Nagar,2,29,No,Top,Furnished,3.3,Apartment,Yes
3729,4,2,Gokhale Nagar,4,27,No,Middle,Furnished,3.2,Independent House,No
3179,3,2,Bhandarkar Road,4,18,Yes,Middle,Semi-Furnished,9.0,Independent House,No
2606,1,2,Ganesh Peth,2,8,Yes,Middle,Furnished,9.7,Villa,Yes
627,2,2,Ambegaon Budruk,3,28,Yes,Ground,Unfurnished,1.2,Villa,Yes
1235,2,2,Narayangaon,1,10,Yes,Top,Unfurnished,5.0,Villa,Yes
3268,2,2,Anandnagar,4,26,No,Top,Unfurnished,5.7,Independent House,No
3686,4,1,Kondhwa Budruk,3,10,No,Top,Semi-Furnished,1.4,Independent House,Yes
3780,4,2,Pirangut,1,5,No,Ground,Furnished,4.1,Independent House,No
3073,2,2,Fergusson College Road,3,10,Yes,Middle,Furnished,3.5,Villa,Yes
1020,3,2,Lulla Nagar,3,18,Yes,Top,Furnished,5.6,Apartment,Yes
3099,2,2,Budhwar Peth,1,21,Yes,Ground,Furnished,6.8,Apartment,No
736,3,1,Kharadi,4,24,No,Ground,Unfurnished,7.2,Apartment,Yes
1804,3,1,Hingne Khurd,3,6,No,Top,Semi-Furnished,1.8,Apartment,Yes
3930,4,1,Market yard,4,3,Yes,Middle,Unfurnished,8.2,Apartment,No
3772,3,1,Vadgaon Budruk,4,8,Yes,Ground,Unfurnished,6.9,Independent House,Yes
2281,2,2,Bhandarkar Road,4,9,No,Top,Semi-Furnished,8.9,Villa,Yes
1801,4,1,Ambegaon Budruk,1,5,No,Middle,Semi-Furnished,4.8,Apartment,No
3806,1,1,Narayan Peth,2,29,No,Ground,Unfurnished,9.0,Apartment,Yes
3041,1,1,Katraj,4,2,Yes,Ground,Furnished,8.7,Apartment,Yes
2551,4,1,Kharadi,2,2,Yes,Top,Semi-Furnished,4.7,Independent House,No
3213,2,2,Padmavati,2,7,Yes,Top,Semi-Furnished,4.1,Apartment,Yes
941,1,1,Gultekdi,3,17,Yes,Middle,Unfurnished,9.4,Villa,Yes
2576,1,2,Koregaon Park,4,10,No,Top,Furnished,7.3,Independent House,Yes
3680,3,1,Ambegaon Budruk,4,12,No,Top,Semi-Furnished,9.3,Independent House,No
3157,3,2,Sinhagad Road,4,2,No,Middle,Unfurnished,8.1,Independent House,Yes
1304,2,2,Satara Road,2,10,Yes,Top,Semi-Furnished,6.3,Apartment,No
574,4,1,Prabhat Road,1,20,No,Middle,Furnished,1.6,Apartment,Yes
3385,2,1,Mundhawa,2,1,No,Middle,Unfurnished,3.3,Apartment,Yes
3717,4,1,Kharadi,4,4,No,Middle,Unfurnished,9.7,Apartment,Yes
2675,1,1,Sahakar Nagar,4,13,No,Top,Furnished,3.5,Villa,Yes
2589,3,2,Model colony,4,12,No,Middle,Unfurnished,1.4,Independent House,Yes
1879,2,2,Khadki,2,11,Yes,Top,Furnished,7.2,Apartment,Yes
540,2,1,Vishrant Wadi,4,29,No,Middle,Unfurnished,7.5,Villa,Yes
3481,4,1,Hadapsar Industrial Estate,3,10,No,Top,Furnished,3.2,Independent House,Yes
2581,4,2,Gokhale Nagar,4,15,Yes,Middle,Semi-Furnished,3.3,Independent House,Yes
3588,2,1,Rasta Peth,1,5,Yes,Ground,Semi-Furnished,5.0,Independent House,No
2200,4,2,Pune Railway Station,3,25,No,Ground,Semi-Furnished,0.7,Apartment,Yes
3724,2,1,Market yard,4,17,No,Ground,Unfurnished,8.0,Independent House,No
3545,2,2,Paud Road,3,28,No,Middle,Furnished,3.5,Apartment,No
1901,2,2,Budhwar Peth,4,5,No,Top,Furnished,8.6,Villa,Yes
1087,1,2,Anandnagar,1,2,Yes,Middle,Semi-Furnished,8.1,Independent House,No
2122,4,2,Ganesh Peth,4,9,No,Middle,Semi-Furnished,6.8,Villa,No
841,3,2,Mukund Nagar,3,6,Yes,Middle,Semi-Furnished,3.6,Apartment,No
2574,3,1,Fatima Nagar,1,18,No,Middle,Furnished,5.4,Apartment,No
3858,4,2,Mangalwar peth,2,14,No,Top,Semi-Furnished,4.7,Apartment,Yes
1145,2,1,Pune Railway Station,1,19,No,Middle,Unfurnished,3.7,Independent House,No
1230,3,2,Khadki,1,14,Yes,Ground,Semi-Furnished,8.6,Independent House,Yes
667,3,2,Nana Peth,1,8,No,Ground,Semi-Furnished,5.1,Villa,No
1109,4,1,Mundhawa,3,17,No,Ground,Furnished,8.4,Apartment,No
2815,3,1,Law College Road,1,28,Yes,Middle,Unfurnished,1.5,Villa,No
2272,2,1,Khadaki,4,3,No,Top,Furnished,1.8,Apartment,Yes
2540,4,1,Sasson Road,1,29,Yes,Top,Unfurnished,9.8,Apartment,Yes
3368,2,2,Pashan,1,10,No,Top,Unfurnished,6.1,Villa,Yes
954,3,1,Bibvewadi,4,17,Yes,Middle,Semi-Furnished,5.3,Apartment,Yes
3453,3,2,Wadgaon Sheri,4,27,Yes,Top,Semi-Furnished,5.5,Villa,No
2208,2,1,Deccan Gymkhana,2,11,Yes,Ground,Furnished,2.5,Independent House,Yes
3972,1,1,Tilak Road,1,8,No,Top,Furnished,7.3,Villa,No
3469,3,2,Mahatma Gandhi Road,3,1,Yes,Middle,Furnished,1.3,Villa,Yes
3528,1,2,Kondhwa Budruk,1,13,Yes,Middle,Unfurnished,5.9,Apartment,No
1201,3,1,Kharadi,1,21,No,Top,Furnished,5.9,Villa,No
3181,1,2,Dhole Patil Road,4,4,Yes,Middle,Unfurnished,9.2,Independent House,Yes
2099,1,2,Mangalwar peth,2,7,No,Top,Unfurnished,5.5,Independent House,No
629,1,2,Nagar Road,1,14,No,Top,Unfurnished,1.8,Independent House,No
3567,2,2,Warje,3,5,Yes,Ground,Unfurnished,5.9,Independent House,No
2345,1,2,Gokhale Nagar,1,24,Yes,Middle,Unfurnished,1.4,Villa,No
1886,1,2,Baner road,3,28,No,Ground,Semi-Furnished,2.4,Independent House,No
3366,1,2,Mukund Nagar,4,11,Yes,Middle,Unfurnished,0.8,Villa,Yes
1192,3,2,Sadashiv Peth,2,17,Yes,Top,Unfurnished,5.4,Villa,Yes
3863,1,1,Dhankawadi,1,5,Yes,Middle,Semi-Furnished,1.3,Apartment,No
1894,3,2,Fergusson College Road,2,20,Yes,Top,Semi-Furnished,5.0,Villa,No
1293,1,1,Dehu Road,1,3,No,Middle,Semi-Furnished,9.4,Villa,Yes
528,1,2,Aundh Road,3,5,No,Ground,Furnished,7.3,Apartment,Yes
648,2,2,Salunke Vihar,2,26,Yes,Ground,Furnished,1.2,Independent House,Yes
1819,3,2,Shaniwar Peth,1,15,No,Top,Unfurnished,2.6,Independent House,No
2558,1,2,Raviwar Peth,4,19,Yes,Ground,Unfurnished,6.9,Villa,No
3223,3,1,Somwar Peth,3,16,Yes,Top,Unfurnished,9.0,Apartment,Yes
1636,3,1,Vadgaon Budruk,2,8,Yes,Top,Unfurnished,0.8,Villa,Yes
686,4,2,Ganeshkhind,1,13,Yes,Top,Semi-Furnished,8.2,Villa,Yes
3354,2,1,Kasba Peth,2,16,No,Middle,Furnished,5.8,Independent House,No
3291,2,2,Ganesh Peth,1,3,Yes,Top,Semi-Furnished,5.7,Apartment,No
1750,2,2,Ganeshkhind,3,1,No,Ground,Furnished,9.6,Villa,No
1833,4,1,Narayangaon,4,9,Yes,Middle,Semi-Furnished,7.6,Independent House,Yes
597,4,1,Somwar Peth,3,9,No,Ground,Unfurnished,8.6,Villa,No
554,2,2,Laxmi Road,2,22,No,Top,Furnished,3.9,Independent House,Yes
3170,4,2,Khadaki,2,26,No,Top,Unfurnished,5.8,Apartment,Yes
3211,4,1,Ghorpadi,1,17,No,Ground,Furnished,6.3,Villa,Yes
1257,4,2,Karve Road,3,24,Yes,Middle,Furnished,3.6,Apartment,No
905,2,1,Nana Peth,1,2,No,Ground,Unfurnished,5.9,Independent House,No
2616,2,2,Katraj,3,9,Yes,Top,Unfurnished,2.7,Apartment,No
3883,2,2,Hadapsar,2,24,No,Middle,Unfurnished,1.9,Apartment,No
1812,4,1,Somwar Peth,1,19,No,Top,Semi-Furnished,4.1,Apartment,No
2285,2,1,Somwar Peth,1,13,No,Top,Furnished,7.5,Villa,No
1250,4,1,Chandan Nagar,3,5,Yes,Ground,Furnished,9.2,Independent House,Yes
3719,1,2,Erandwane,4,9,No,Top,Furnished,4.8,Apartment,Yes
2262,4,2,Baner,3,13,Yes,Ground,Unfurnished,6.6,Villa,No
3815,3,2,Ganesh Peth,4,1,Yes,Middle,Furnished,1.5,Independent House,No
3505,2,2,Bopodi,3,25,Yes,Top,Furnished,9.1,Independent House,No
864,2,1,Raviwar Peth,2,15,No,Top,Unfurnished,5.9,Independent House,Yes
2526,3,2,Aundh Road,1,4,No,Middle,Unfurnished,7.9,Apartment,No
981,4,2,Wakadewadi,3,4,No,Ground,Furnished,8.0,Apartment,Yes
2748,1,2,Prabhat Road,2,20,No,Top,Semi-Furnished,2.9,Apartment,No
653,3,1,Law College Road,3,10,No,Middle,Unfurnished,5.5,Independent House,Yes
2024,3,2,Ganesh Peth,1,28,No,Top,Semi-Furnished,9.6,Independent House,Yes
2620,4,2,Aundh Road,3,25,No,Ground,Semi-Furnished,1.4,Apartment,No
3260,2,1,Dhole Patil Road,4,6,Yes,Ground,Semi-Furnished,7.0,Apartment,Yes
2843,4,2,Shaniwar Peth,1,27,No,Ground,Semi-Furnished,9.6,Independent House,Yes
1540,3,2,Budhwar Peth,4,24,Yes,Ground,Unfurnished,3.4,Independent House,Yes
2164,3,1,Ghorpade Peth,2,12,Yes,Middle,Furnished,8.7,Villa,Yes
1740,2,2,Hadapsar,2,20,No,Top,Furnished,9.4,Villa,No
560,2,2,Erandwane,3,16,No,Middle,Unfurnished,7.6,Apartment,Yes
1438,2,2,Deccan Gymkhana,4,3,Yes,Ground,Unfurnished,2.7,Independent House,Yes
2139,4,1,Gokhale Nagar,4,14,Yes,Ground,Semi-Furnished,3.7,Independent House,Yes
2589,2,2,Ganesh Peth,1,1,No,Ground,Semi-Furnished,0.8,Villa,No
524,3,2,Chandan Nagar,4,10,Yes,Ground,Unfurnished,8.4,Independent House,No
1562,3,1,Satara Road,4,15,Yes,Top,Furnished,8.6,Apartment,Yes
630,1,1,Karve Road,1,7,Yes,Ground,Semi-Furnished,6.5,Villa,No
1752,4,2,Hadapsar,1,4,Yes,Top,Unfurnished,3.8,Independent House,No
607,1,2,Ganesh Peth,4,14,No,Ground,Unfurnished,1.2,Independent House,No
671,3,2,Kothrud,3,24,No,Top,Unfurnished,7.7,Apartment,No
1958,1,2,Parvati Darshan,1,16,Yes,Top,Semi-Furnished,7.4,Independent House,No
601,3,1,Karve Nagar,1,14,Yes,Ground,Unfurnished,9.2,Villa,No
3413,1,2,Ambegaon Budruk,4,3,Yes,Middle,Furnished,7.4,Villa,No
3071,2,1,Balaji Nagar,4,17,No,Middle,Unfurnished,8.4,Independent House,Yes
2822,1,1,Kondhwa Budruk,1,21,No,Middle,Semi-Furnished,7.6,Independent House,Yes
2136,2,2,Laxmi Road,4,14,Yes,Middle,Furnished,6.5,Independent House,Yes
3615,2,2,Karve Nagar,1,18,Yes,Middle,Furnished,4.6,Independent House,No
3364,4,1,Viman Nagar,3,3,Yes,Ground,Unfurnished,9.1,Villa,Yes
3504,2,1,Deccan Gymkhana,3,22,No,Ground,Unfurnished,6.7,Apartment,No
1540,2,2,Ganeshkhind,1,19,Yes,Ground,Furnished,4.3,Villa,No
829,1,1,Katraj,1,3,Yes,Ground,Unfurnished,1.3,Independent House,Yes
2020,3,2,Raviwar Peth,2,12,Yes,Ground,Semi-Furnished,3.3,Independent House,Yes
511,4,2,Wakadewadi,2,22,Yes,Ground,Furnished,5.7,Villa,Yes
1841,2,1,Sahakar Nagar,4,5,Yes,Top,Unfurnished,3.1,Villa,Yes
715,4,1,Dapodi,4,10,No,Top,Furnished,2.6,Independent House,No
838,1,2,Narayangaon,1,9,No,Ground,Unfurnished,5.5,Villa,Yes
2299,2,1,Ghorpadi,1,1,No,Ground,Unfurnished,2.1,Independent House,Yes
3208,1,2,Mundhawa,2,13,Yes,Top,Semi-Furnished,8.1,Villa,No
3652,4,2,Pune Railway Station,2,3,No,Top,Unfurnished,5.1,Independent House,No
2250,1,2,Senapati Bapat Road,1,19,Yes,Ground,Unfurnished,6.0,Villa,No
2008,4,1,Dhole Patil Road,3,11,No,Top,Unfurnished,1.9,Independent House,No
2921,1,2,Balaji Nagar,3,16,No,Middle,Semi-Furnished,3.6,Apartment,No
3523,4,2,Ganesh Peth,4,6,Yes,Middle,Unfurnished,4.4,Apartment,Yes
1209,3,2,Karve Road,1,24,Yes,Middle,Unfurnished,8.2,Villa,Yes
1723,1,2,Bopodi,1,3,Yes,Top,Unfurnished,7.8,Apartment,No
3013,1,2,Bund Garden Road,4,19,No,Ground,Furnished,2.6,Independent House,Yes
1612,3,2,Dhole Patil Road,2,6,Yes,Ground,Semi-Furnished,6.4,Villa,No
1791,3,2,Lulla Nagar,2,8,No,Ground,Furnished,2.8,Villa,Yes
988,1,2,Erandwane,3,22,No,Top,Semi-Furnished,9.9,Independent House,Yes
2061,3,2,Kothrud,1,13,No,Top,Semi-Furnished,9.5,Independent House,Yes
546,2,2,Rasta Peth,2,12,Yes,Middle,Furnished,5.9,Independent House,Yes
3859,4,2,Laxmi Road,3,10,Yes,Top,Semi-Furnished,7.1,Villa,Yes
1277,4,1,Vishrant Wadi,3,3,Yes,Middle,Semi-Furnished,8.1,Independent House,No
1539,4,2,Budhwar Peth,3,4,No,Middle,Furnished,7.3,Apartment,Yes
1210,2,2,Tilak Road,2,1,No,Ground,Unfurnished,7.1,Villa,Yes
900,3,2,Bhavani Peth,2,13,Yes,Top,Semi-Furnished,9.6,Independent House,Yes
2317,3,1,Market yard,1,24,No,Ground,Furnished,6.2,Villa,Yes
3528,1,2,Bhandarkar Road,1,4,No,Ground,Semi-Furnished,6.5,Apartment,No
3657,3,1,Shaniwar Peth,3,22,No,Top,Furnished,8.6,Apartment,No
749,1,2,Mahatma Gandhi Road,3,11,Yes,Top,Unfurnished,6.9,Independent House,No
890,2,2,Ambegaon Budruk,2,19,No,Middle,Semi-Furnished,7.5,Villa,Yes
834,4,1,Fergusson College Road,2,11,No,Middle,Unfurnished,2.7,Independent House,No
1128,4,2,Budhwar Peth,1,12,Yes,Middle,Unfurnished,4.0,Villa,No
636,4,1,Lulla Nagar,1,11,Yes,Middle,Furnished,1.9,Independent House,No
3430,3,1,Mundhawa,4,6,Yes,Ground,Semi-Furnished,5.3,Independent House,No
3235,1,2,Hadapsar Industrial Estate,1,12,Yes,Ground,Semi-Furnished,4.8,Villa,Yes
2021,1,2,Hingne Khurd,2,27,Yes,Top,Semi-Furnished,10.0,Villa,Yes
1326,2,2,Anandnagar,3,9,Yes,Middle,Semi-Furnished,6.3,Apartment,Yes
1226,3,2,Nagar Road,4,25,No,Middle,Semi-Furnished,8.0,Apartment,Yes
2000,2,1,Pune Railway Station,1,10,No,Middle,Furnished,3.7,Villa,No
3141,1,1,Kothrud,1,3,No,Ground,Semi-Furnished,8.4,Apartment,Yes
3794,1,2,Padmavati,2,3,No,Top,Unfurnished,6.3,Apartment,Yes
1489,4,1,Dehu Road,4,20,Yes,Ground,Unfurnished,7.1,Villa,Yes
2919,3,1,Paud Road,1,28,No,Top,Semi-Furnished,3.3,Villa,No
1434,1,2,Sinhagad Road,3,23,Yes,Top,Furnished,5.7,Villa,No
3542,4,1,Sadashiv Peth,2,16,Yes,Ground,Furnished,6.5,Independent House,No
901,3,1,Sasson Road,4,3,No,Ground,Semi-Furnished,6.1,Villa,Yes
1966,2,2,Aundh Road,1,10,No,Top,Unfurnished,9.2,Villa,Yes
1114,3,1,Paud Road,1,24,Yes,Ground,Semi-Furnished,9.0,Villa,Yes
1796,3,2,Bibvewadi,4,11,Yes,Ground,Semi-Furnished,9.7,Apartment,Yes
1682,1,1,Warje,2,8,Yes,Top,Semi-Furnished,6.8,Villa,No
3723,1,2,Pirangut,4,6,Yes,Top,Furnished,9.7,Apartment,Yes
3542,3,1,Prabhat Road,4,20,No,Middle,Furnished,8.4,Independent House,No
3167,1,1,Alandi Road,2,11,Yes,Ground,Unfurnished,3.1,Villa,No
2735,1,2,Wagholi,1,28,No,Top,Unfurnished,4.6,Villa,Yes
1621,1,2,Wakadewadi,3,27,Yes,Ground,Semi-Furnished,2.8,Apartment,No
630,4,2,Navi Peth,2,21,Yes,Ground,Unfurnished,0.5,Independent House,Yes
3352,4,2,Ghorpadi,3,12,Yes,Top,Semi-Furnished,2.3,Villa,Yes
1694,3,1,Sinhagad Road,1,16,No,Middle,Unfurnished,0.5,Independent House,Yes
3483,1,1,Bopodi,4,18,Yes,Top,Semi-Furnished,7.3,Independent House,Yes
3533,4,1,Satara Road,3,13,No,Top,Furnished,4.5,Villa,No
682,3,2,Katraj,1,22,No,Ground,Semi-Furnished,3.5,Independent House,No
3530,1,1,Ambegaon Budruk,1,3,No,Middle,Furnished,7.7,Independent House,Yes
863,2,1,Kalyani Nagar,4,15,Yes,Top,Furnished,8.4,Villa,No
538,1,2,Kondhwa,4,22,No,Ground,Unfurnished,9.8,Apartment,No
3044,1,2,Shivaji Nagar,1,28,No,Top,Unfurnished,6.6,Villa,No
1872,4,1,Kothrud,1,21,Yes,Ground,Furnished,4.9,Independent House,Yes
3529,3,2,Fatima Nagar,3,14,Yes,Top,Semi-Furnished,3.4,Villa,Yes
1420,3,1,Dhole Patil Road,1,18,No,Middle,Semi-Furnished,2.6,Apartment,Yes
3968,4,1,Bibvewadi,1,28,No,Top,Unfurnished,2.5,Independent House,No
3269,1,2,Mundhawa,3,29,Yes,Ground,Semi-Furnished,4.4,Independent House,Yes
3732,2,1,Kondhwa Budruk,2,14,No,Top,Semi-Furnished,9.9,Apartment,Yes
515,1,2,Ghorpadi,3,5,No,Middle,Semi-Furnished,0.5,Apartment,Yes
992,1,2,Hingne Khurd,3,21,No,Middle,Furnished,2.4,Independent House,Yes
1949,2,1,Camp,4,14,Yes,Middle,Furnished,2.3,Apartment,Yes
1631,4,1,Nana Peth,3,25,No,Middle,Semi-Furnished,7.3,Villa,Yes
3441,3,1,Yerawada,1,27,Yes,Ground,Unfurnished,3.8,Apartment,No
810,4,2,Khadaki,1,8,Yes,Top,Semi-Furnished,4.8,Villa,Yes
1238,4,1,Khadki,1,28,Yes,Middle,Unfurnished,1.9,Independent House,No
3741,1,2,Shivaji Nagar,2,28,No,Top,Furnished,4.3,Independent House,Yes
1045,3,2,Sahakar Nagar,1,23,Yes,Ground,Semi-Furnished,1.5,Independent House,No
2961,3,1,Law College Road,2,15,No,Top,Semi-Furnished,5.6,Independent House,No
750,4,2,Padmavati,1,28,Yes,Top,Unfurnished,1.4,Independent House,No
1258,2,1,Guruwar peth,3,29,No,Middle,Unfurnished,8.0,Apartment,Yes
2304,4,1,Padmavati,4,15,No,Middle,Semi-Furnished,5.9,Apartment,Yes
3712,2,1,Ambegaon Budruk,1,19,No,Ground,Semi-Furnished,7.4,Independent House,No
1797,3,1,Fatima Nagar,2,26,Yes,Top,Unfurnished,4.5,Apartment,No
3987,4,1,Vadgaon Budruk,2,20,No,Ground,Furnished,4.1,Apartment,Yes
2131,1,1,Pashan,4,6,No,Ground,Unfurnished,1.4,Independent House,Yes
2414,4,1,Karve Nagar,1,19,Yes,Ground,Semi-Furnished,5.5,Apartment,Yes
3610,3,2,Gultekdi,3,27,Yes,Middle,Furnished,5.4,Independent House,No
